external_txn_id,account,currency,amount,debit_credit,booking_date,value_date,reference,narrative
259614335846,ACC#00012,USD,147200.00,DR,2023-08-25,2023-05-31,VOLERY 4042003666FP,TUP 223800372697266IFV /137/666066
359137428992,ACC#00003,USD,-3010000.00,CR,2023-08-25,2023-05-31,322756AL61854103 7309066614VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
673057375643,ACC#00009,USD,-10391381.28,CR,2023-08-25,2023-05-31,VOLERY 4042287666FP,TUP 571Q00375592466REAVOWED/WAMP/Y
980177555782,ACC#00021,USD,-41842844.92,CR,2023-08-25,2023-05-31,VOLERY 4042228666FP,TUP 570Q003755945C6REAVOWED/WAMP/Y
862744451987,ACC#00013,USD,-71930.90,CR,2023-08-25,2023-05-31,779726BW63778948 L-7308566614VI,JOQ TREPIDATORY WOLD HOTPOT UNRIP
763878710295,ACC#00028,USD,-885671.64,CR,2023-08-25,2023-05-31,VOLERY 4049795666FP,TUP 2IYY00372662366IFV /052/Y.M.P.
871474327455,ACC#00007,USD,-190804.07,CR,2023-08-25,2023-05-31,VOLERY 4049170666FP,TUP 223C00372698566IFV /6967/LX231
63829732309,ACC#00011,USD,-787591.10,CR,2023-08-25,2023-05-31,VOLERY 4042582666FP,TUP 0636C00372608566EU AS UDV/TEAD
506558187378,ACC#00008,USD,3212065.60,DR,2023-08-25,2023-05-31,VOLERY 4045453666FP,TUP 244C00374186066EU AS UDV/TEAD
637214873596,ACC#00010,USD,-309374.41,CR,2023-08-25,2023-05-31,VOLERY 4049101666FP,TUP 224500372060666IFV /052/Y.M.P.
926327172548,ACC#00011,USD,-1702978.68,CR,2023-08-25,2023-05-31,VOLERY 4049799666FP,TUP 2X9C00372600366IFV /052/Y.M.P.
687061475075,ACC#00015,USD,-419313.30,CR,2023-08-25,2023-05-31,V899894166889198 8672166619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
869404022618,ACC#00012,USD,11842894.50,DR,2023-08-25,2023-05-31,VOLERY 4045489666FP,TUP 56VU00375433366EU AS UDV/GROOT
538793290206,ACC#00006,USD,-300586.54,CR,2023-08-25,2023-05-31,VOLERY 4049190666FP,TUP 4C6800371301166IFV /6992/7Q60
676195722900,ACC#00014,USD,-302774.65,CR,2023-08-25,2023-05-31,VOLERY 4049102666FP,TUP 224700372699666IFV /052/Y.M.P.
953590591957,ACC#00017,USD,-3270000000.00,CR,2023-08-25,2023-05-31,63752270 3021966619VI,Y.M. TONITE QUETCH AUANTIC FULGOR
870603159457,ACC#00023,USD,1228370.00,DR,2023-08-25,2023-05-31,VOLERY 4045455666FP,TUP PF1100316619366REAVOWED/WAMP 9
628126958606,ACC#00004,USD,854884.98,DR,2023-08-25,2023-05-31,VOLERY 4045448666FP,TUP 56C800375335166REAVOWED/WAMP 9
32108149850,ACC#00008,USD,8599735.22,DR,2023-08-25,2023-05-31,VOLERY 4045417666FP,TUP 572300375950066EU AS UDV/GROOT
37665844810,ACC#00075,USD,-54247963.30,CR,2023-08-25,2023-05-31,VOLERY 4042504666FP,TUP 50DG003755937C6REAVOWED/WAMP/Y
65225286701,ACC#00002,USD,-3250996.33,CR,2023-08-25,2023-05-31,VOLERY 4042571666FP,TUP 507500375251666EU AS UDV/GROOT
829835428255,ACC#00023,USD,1724331.96,DR,2023-08-25,2023-05-31,VOLERY 4045470666FP,TUP BE1T00375598766REAVOWED/TEAD/C
577993153010,ACC#00002,USD,163091430.00,DR,2023-08-25,2023-05-31,P630499096572389 1287766619VI,
203600140481,ACC#00017,USD,10810424.34,DR,2023-08-25,2023-05-31,VOLERY 4045428666FP,TUP 561500375170266EU AS UDV/GROOT
330924658854,ACC#00005,USD,-33315.39,CR,2023-08-25,2023-05-31,VOLERY 4049165666FP,TUP 224T00372061966IFV /052/Y.M.P.
723851921389,ACC#00010,USD,1105365.62,DR,2023-08-25,2023-05-31,6621866619RN 6621866619RN,66666666606947669 ELUVIA MYTHIC NR
127100514297,ACC#00010,USD,1300000.00,DR,2023-08-25,2023-05-31,32566R0QEK 7307366614VI,
266763037521,ACC#00011,USD,-533538.87,CR,2023-08-25,2023-05-31,VOLERY 4049119666FP,TUP 226600372607366IFV /052/Y.M.P.
647199687114,ACC#00009,USD,219747.80,DR,2023-08-25,2023-05-31,MG15459429L600MK 6461166614VI,
74796573336,ACC#00024,USD,-177224.00,CR,2023-08-25,2023-05-31,VOLERY 4049149666FP,TUP 23Q600373599366IFV /6992/23I8
276183629984,ACC#00016,USD,-29547.58,CR,2023-08-25,2023-05-31,VOLERY 4049135666FP,TUP 24T800374903866IFV /052/Y.M.P.
295482915241,ACC#00052,USD,-58090000.00,CR,2023-08-25,2023-05-31,VOLERY 4042537666FP,TUP LOO1003166126C6REAVOWED/WAMP/Y
616353897452,ACC#00014,USD,-711769.00,CR,2023-08-25,2023-05-31,VOLERY 4049121666FP,TUP 232V00373492166IFV /6967/M5630
991296224877,ACC#00007,USD,48547.35,DR,2023-08-25,2023-05-31,VOLERY 4045404666FP,TUP T8C500379546066EU AS UDV/YARAY
82344944378,ACC#00082,USD,-54247963.30,CR,2023-08-25,2023-05-31,VOLERY 4042562666FP,TUP 50V4003755937K6REAVOWED/WAMP/Y
672244443482,ACC#00017,USD,22888200.00,DR,2023-08-25,2023-05-31,VOLERY 4045213666FP,TUP MAC7003166124V6REAVOWED/WAMP 9
605170725393,ACC#00082,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042233666FP,TUP 577T003755926H6REAVOWED/WAMP/Y
725276085080,ACC#00089,USD,-54247963.30,CR,2023-08-25,2023-05-31,VOLERY 4042564666FP,TUP 50V2003755937P6REAVOWED/WAMP/Y
459860755750,ACC#00005,USD,-151960.05,CR,2023-08-25,2023-05-31,VOLERY 4049106666FP,TUP 224C00372067366IFV /052/Y.M.P.
682990087263,ACC#00013,USD,42420530.00,DR,2023-08-25,2023-05-31,VOLERY 4045208666FP,TUP TACO003166156C6REAVOWED/WAMP 9
682622625450,ACC#00078,USD,40000000.00,DR,2023-08-25,2023-05-31,V355019916512551 8128566619VI,
45567998952,ACC#00018,USD,1456789.70,DR,2023-08-25,2023-05-31,VOLERY 4045477666FP,TUP 518000379111166EU AS UDV/MINOR
760697507874,ACC#00006,USD,17838020.00,DR,2023-08-25,2023-05-31,MG89707656L600MK 6735666614VI,
463773146127,ACC#00038,USD,44175600.00,DR,2023-08-25,2023-05-31,VOLERY 4045202666FP,TUP BED9003166154C6REAVOWED/WAMP 9
193135259420,ACC#00023,USD,4485310.30,DR,2023-08-25,2023-05-31,VOLERY 4045425666FP,TUP 561800375102966EU AS UDV/GROOT
676203549751,ACC#00015,USD,-448050.00,CR,2023-08-25,2023-05-31,ICHTHYIZATION 7385766619XD,ARACHNIDA AVIARY PRECORRUPTNESS DO
11887706996,ACC#00015,USD,12198.25,DR,2023-08-25,2023-05-31,VOLERY 4042690666FP,TUP 2T7C00375776266IFV /052/666066
527054409628,ACC#00012,USD,14119575.90,DR,2023-08-25,2023-05-31,VOLERY 4045411666FP,TUP 573300375983366REAVOWED/WAMP 9
983766427681,ACC#00015,USD,84951300.00,DR,2023-08-25,2023-05-31,VOLERY 4045496666FP,TUP PF0C003166155Q6REAVOWED/WAMP 9
295139944273,ACC#00028,USD,-50668159.43,CR,2023-08-25,2023-05-31,VOLERY 4042242666FP,TUP 5777003755927T6REAVOWED/WAMP/Y
479266358106,ACC#00106,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045267666FP,TUP PF6T003166158U6REAVOWED/WAMP 9
702225149143,ACC#00025,USD,303356.90,DR,2023-08-25,2023-05-31,V367669766512551 8128166619VI,
511942365548,ACC#00005,USD,6464361.00,DR,2023-08-25,2023-05-31,VOLERY 4042065666FP,TUP 2X3V00372434066IFV /052/660066
879652526266,ACC#00020,USD,10822100.00,DR,2023-08-25,2023-05-31,VOLERY 4045459666FP,TUP PF1600316619066REAVOWED/WAMP 9
541864662559,ACC#00021,USD,1192505887.00,DR,2023-08-25,2023-05-31,P630895636572384 1287666619VI,
991572674219,ACC#00003,USD,39268.43,DR,2023-08-25,2023-05-31,V367668066512551 8128766619VI,
671610574640,ACC#00102,USD,-54179983.40,CR,2023-08-25,2023-05-31,VOLERY 4042296666FP,TUP 5762003755939F6REAVOWED/WAMP/Y
142608024199,ACC#00022,USD,-2169033.90,CR,2023-08-25,2023-05-28,JOE066765-666691 8484766619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
197396555400,ACC#00096,USD,-54247963.30,CR,2023-08-25,2023-05-31,VOLERY 4042509666FP,TUP 50DM003755937Q6REAVOWED/WAMP/Y
982068737695,ACC#00003,USD,53169.93,DR,2023-08-25,2023-05-31,VOLERY 4045407666FP,TUP T8BV00379539766EU AS UDV/TEAD
652180101806,ACC#00059,USD,-58090000.00,CR,2023-08-25,2023-05-31,VOLERY 4042530666FP,TUP LOO8003166126Q6REAVOWED/WAMP/Y
826202139649,ACC#00007,USD,1773197.13,DR,2023-08-25,2023-05-31,VOLERY 4045452666FP,TUP 0659600375244366EU AS UDV/IYEI
569928397576,ACC#00023,USD,-3588577.06,CR,2023-08-25,2023-05-31,VOLERY 4042576666FP,TUP 509700375565466REAVOWED/WAMP/Y
873893632134,ACC#00019,USD,298147.57,DR,2023-08-25,2023-05-31,VOLERY 4042007666FP,TUP 222100372063466IFV /052/666066
11078547698,ACC#00089,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042238666FP,TUP 577V003755926Y6REAVOWED/WAMP/Y
978636072311,ACC#00026,USD,1619900.00,DR,2023-08-25,2023-05-31,V355698836512557 8128666619VI,
142115153725,ACC#00011,USD,-10413591.56,CR,2023-08-25,2023-05-31,VOLERY 4049756666FP,TUP 0607C00372861366IFV /6967/LX23
213584960417,ACC#00035,USD,-50668159.43,CR,2023-08-25,2023-05-31,VOLERY 4042245666FP,TUP 5770003755927C6REAVOWED/WAMP/Y
16947918883,ACC#00038,USD,-50542491.63,CR,2023-08-25,2023-05-31,VOLERY 4042283666FP,TUP 5715003755928X6REAVOWED/WAMP/Y
825241337269,ACC#00025,USD,-542314.26,CR,2023-08-25,2023-05-31,VOLERY 4042273666FP,TUP 510Q00375036366REAVOWED/SPNINX
22841782653,ACC#00085,USD,40000000.00,DR,2023-08-25,2023-05-31,VOLERY 4045277666FP,TUP RIC1003166125H6REAVOWED/WAMP 9
873812616004,ACC#00057,USD,43726100.00,DR,2023-08-25,2023-05-31,VOLERY 4045227666FP,TUP FU3C003166147C6REAVOWED/WAMP 9
95694164284,ACC#00109,USD,-54179983.40,CR,2023-08-25,2023-05-31,VOLERY 4042294666FP,TUP 5760003755939N6REAVOWED/WAMP/Y
476103189026,ACC#00009,USD,-1590095.60,CR,2023-08-25,2023-05-31,779756BW61856070 L-7302666614VI,JOQ TREPIDATORY WOLD HOTPOT UNRIP
645873157413,ACC#00006,USD,6780810.00,DR,2023-08-25,2023-05-31,VOLERY 4042069666FP,TUP 2X0V00372413966IFV /052/666066
283516069115,ACC#00021,USD,-38080.00,CR,2023-08-25,2023-05-31,VOLERY 4049110666FP,TUP 228Q00372634166IFV /6606/40170
254538467148,ACC#00015,USD,-286660.00,CR,2023-08-25,2023-05-31,VOLERY 4049172666FP,TUP 228V00372625666IFV /992/BUS0 4
976608004171,ACC#00092,USD,40000000.00,DR,2023-08-25,2023-05-31,VOLERY 4045270666FP,TUP RIC8003166125P6REAVOWED/WAMP 9
329180027363,ACC#00116,USD,-54179983.40,CR,2023-08-25,2023-05-31,VOLERY 4042259666FP,TUP 5765003755939M6REAVOWED/WAMP/Y
531757325872,ACC#00096,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042232666FP,TUP 577C003755926U6REAVOWED/WAMP/Y
311548230314,ACC#00046,USD,-43671754.03,CR,2023-08-25,2023-05-31,VOLERY 4042253666FP,TUP 576C003755932C6REAVOWED/WAMP/Y
211575456150,ACC#00016,USD,-737456.20,CR,2023-08-25,2023-05-31,V366550866838524 8617566619VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
961341450067,ACC#00103,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042248666FP,TUP 5773003755926C6REAVOWED/WAMP/Y
632009433223,ACC#00024,USD,-17693680.22,CR,2023-08-25,2023-05-31,VOLERY 4042279666FP,TUP 57T0003791052Q6EU AS UDV/YVGEV
85008073613,ACC#00015,USD,51831000.00,DR,2023-08-25,2023-05-31,VOLERY 4045201666FP,TUP DEJA003166156C6REAVOWED/WAMP 9
689413423257,ACC#00009,USD,-449259.59,CR,2023-08-25,2023-05-31,VOLERY 4042204666FP,TUP X32V00372413166ENHAT ALII/JAUN
131178168129,ACC#00099,USD,-40000000.00,CR,2023-08-25,2023-05-31,ZYRENIAN 7495666619XD,JINSHANG TOPFILLED ENHAT TYPY GILL
987152481197,ACC#00003,USD,-218652.20,CR,2023-08-25,2023-05-31,VOLERY 4049197666FP,TUP 4C6100371301666IFV /6992/E6V7
134213817911,ACC#00016,USD,-120011.00,CR,2023-08-25,2023-05-31,VOLERY 4042533666FP,TUP V02300379937666REAVOWED/WAMP/C
148273000369,ACC#00023,USD,17693494.14,DR,2023-08-25,2023-05-31,VOLERY 4045474666FP,TUP 5108003797905Q6EU AS UDV/YVGEV
173727740327,ACC#00113,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045498666FP,TUP PF04003166158L6REAVOWED/WAMP 9
691427317555,ACC#00120,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045284666FP,TUP FU2T003166148G6REAVOWED/WAMP 9
109264523256,ACC#00030,USD,-43689766.15,CR,2023-08-25,2023-05-31,VOLERY 4042511666FP,TUP 56Q2003753840Q6REAVOWED/WAMP/Y
355551036216,ACC#00110,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042234666FP,TUP 577X003755926F6REAVOWED/WAMP/Y
845879648433,ACC#00015,USD,2102995.00,DR,2023-08-25,2023-05-31,VOLERY 4045426666FP,TUP 56UT00375362366EU AS UDV/MINOR
4073680055,ACC#00106,USD,40000000.00,DR,2023-08-25,2023-05-31,VOLERY 4045218666FP,TUP MAC8003166125C6REAVOWED/WAMP 9
82127452833,ACC#00013,USD,-307087.31,CR,2023-08-25,2023-05-31,VOLERY 4049175666FP,TUP 228T00372625466IFV /992/BUS0 2
921736453450,ACC#00103,USD,-54247963.30,CR,2023-08-25,2023-05-31,VOLERY 4042505666FP,TUP 50XY003755937X6REAVOWED/WAMP/Y
318870005084,ACC#00123,USD,-54179983.40,CR,2023-08-25,2023-05-31,VOLERY 4042291666FP,TUP 5768003755939H6REAVOWED/WAMP/Y
96368876926,ACC#00021,USD,284548.18,DR,2023-08-25,2023-05-31,VOLERY 4045456666FP,TUP 220Q00372676266HAFIZ VC LES/EC
168228585163,ACC#00127,USD,54248000.00,DR,2023-08-25,2023-05-31,VOLERY 4045241666FP,TUP FU4C003166148Q6REAVOWED/WAMP 9
986720517404,ACC#00016,USD,-25442695.78,CR,2023-08-25,2023-05-31,VOLERY 4042274666FP,TUP 5106003797972Q6EU AS UDV/YVGEV
898934357245,ACC#00117,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042237666FP,TUP 5710003755926G6REAVOWED/WAMP/Y
100317675586,ACC#00011,USD,343376.67,DR,2023-08-25,2023-05-31,VOLERY 4042076666FP,TUP 226500372601866IFV /967/LX2313
738189415516,ACC#00011,USD,-5643380.00,CR,2023-08-25,2023-05-31,VOLERY 4042215666FP,TUP 573700375987466REAVOWED/WAMP/C
739833057699,ACC#00007,USD,-1185989.89,CR,2023-08-25,2023-05-31,302368 1410760619FW,BUD AZ WASHRAG WASHRAG 56563-
35238368975,ACC#00053,USD,-43671754.03,CR,2023-08-25,2023-05-31,VOLERY 4042258666FP,TUP 576X003755932C6REAVOWED/WAMP/Y
325874924739,ACC#00124,USD,-41790247.23,CR,2023-08-25,2023-05-31,VOLERY 4042240666FP,TUP 5775003755926K6REAVOWED/WAMP/Y
550685524849,ACC#00005,USD,2176695.71,DR,2023-08-25,2023-05-31,VOLERY 4045475666FP,TUP 57C400379163866EU AS UDV/LEUMA
726255160785,ACC#00011,USD,318453.78,DR,2023-08-25,2023-05-31,VOLERY 4045400666FP,TUP T8Q600379539866HAFIZ VC LES/EC
880059497578,ACC#00025,USD,-5873949.49,CR,2023-08-25,2023-05-31,VOLERY 4042220666FP,TUP 570T003755927V6REAVOWED/WAMP/Y
112557869643,ACC#00029,USD,-1616203.01,CR,2023-08-25,2023-05-31,VOLERY 4049115666FP,TUP 226000372607466IFV /052/Y.M.P.
627887517560,ACC#00012,USD,-151375.22,CR,2023-08-25,2023-05-31,VOLERY 4042270666FP,TUP 923X00379124866EU AS UDV/TSUBA
678730327693,ACC#00022,USD,-1786431.03,CR,2023-08-25,2023-05-31,VOLERY 4049111666FP,TUP 226T00372604666IFV /052/Y.M.P.
2779549232,ACC#00045,USD,44175600.00,DR,2023-08-25,2023-05-31,VOLERY 4045209666FP,TUP BED8003166154C6REAVOWED/WAMP 9
78492794326,ACC#00010,USD,-122214.10,CR,2023-08-25,2023-05-31,VOLERY 4049148666FP,TUP 23Q300373599466IFV /6992/E6IT
851890392456,ACC#00010,USD,-48584.76,CR,2023-08-25,2023-05-31,VOLERY 4049140666FP,TUP 24T600374593366IFV /052/Y.M.P.
426367318923,ACC#00022,USD,51831000.00,DR,2023-08-25,2023-05-31,VOLERY 4045207666FP,TUP PF60003166156Q6REAVOWED/WAMP 9
513391013768,ACC#00027,USD,-919512.00,CR,2023-08-25,2023-05-31,VOLERY 4049188666FP,TUP 24V800374991166IFV /052/Y.M.P.
